Storekey,Country,City,Total_Sales
0,Germany,Kaiserslautern Innenstadt,430.3800048828125
19,Germany,Gröbenzell,430.3800048828125
63,United States,Knoxville,430.3800048828125
43,United States,Fort Worth,430.3800048828125
29,Italy,Spinadesco,430.3000068664551
1,Australia,Crestwood,430.28000116348267
41,United Kingdom,ALLTBEITHE,429.7799835205078
62,United States,Syracuse,429.7799835205078
56,United States,Crafton,429.7799835205078
47,United States,Reedville,429.76001358032227
0,United States,Salem,429.50000762939453
47,United States,Moscow Mills,429.2899971008301
0,United States,Bend,429.25999450683594
12,France,LE KREMLIN-BICÊTRE,429.1900062561035
55,United States,Thomasville,429.11000061035156
0,Italy,Casavecchia,428.4599914550781
40,United Kingdom,BOASLEY CROSS,428.4500045776367
65,United States,Warrensville Heights,428.4399890899658
55,United States,Knoxville,428.319993019104
65,United States,Sedona,428.26999378204346
0,United States,Paola,428.25
0,Canada,Cadillac,428.2200164794922
42,United Kingdom,CROWNTOWN,428.1899871826172
30,Italy,Pera Di Fassa,428.1399841308594
55,United States,Wayne,428.11999893188477
53,United States,Eagle Pass,428.07001876831055
9,Canada,Penticton,428.05999755859375
29,Italy,Merlara,428.05999755859375
53,United States,Phoenix,427.85999298095703
34,Netherlands,Maasbommel,427.75999641418457
37,United Kingdom,SOLVA,427.75999450683594
0,Germany,Dollnstein,427.67999267578125
37,United Kingdom,MILTON LOCKHART,427.67999267578125
0,United States,Simi Valley,427.67999267578125
50,United States,Hill City,427.6500015258789
62,United States,Annapolis,427.57000637054443
39,United Kingdom,HASLINGFIELD,427.3999938964844
29,Italy,La Verna,427.32000732421875
0,Germany,Berlin Mariendorf,427.1900100708008
27,Germany,Dortmund,427.02000427246094
6,Australia,Spalding,426.760009765625
0,Canada,Buchanan,426.760009765625
66,United States,Tulsa,426.760009765625
66,United States,Artesia,426.74000549316406
0,United States,Hammondsport,426.7000026702881
50,United States,Plattsburgh,426.5699996948242
47,United States,Browns,426.3899898529053
0,United States,East Waterford,425.929988861084
38,United Kingdom,BRANSFORD BRIDGE,425.7900161743164
47,United States,Lake Geneva,425.67999267578125
48,United States,Elmsford,425.5399971008301
53,United States,Sugar Notch,425.28999519348145
19,Germany,Lahn,425.2799997329712
9,Canada,TOTTENHAM,425.2200164794922
0,United States,Wendover,425.0900044441223
36,United Kingdom,LLANDDANIEL FAB,425.0
38,United Kingdom,FELMINGHAM,424.4600067138672
56,United States,Grand Prairie,424.4100036621094
50,United States,Wilmington,424.1999816894531
54,United States,Beltsville,424.1999816894531
62,United States,Newburgh,424.1999816894531
56,United States,Brentwood,424.0500183105469
48,United States,Vermilion,423.5799980163574
31,Netherlands,Emmer-Compascuum,423.40000915527344
44,United States,Warrensville Heights,423.3600015640259
29,Italy,Gorgona Isola,423.2499876022339
9,Canada,Osoyoos,423.1999912261963
22,Germany,Landau,423.0799865722656
42,United Kingdom,POOLEY BRIDGE,423.0799865722656
59,United States,Manassas,423.0700149536133
56,United States,Spencer,423.0600128173828
20,Germany,Loreleystadt Sankt Goarshausen,423.0599913597107
40,United Kingdom,TOWIE,423.0400085449219
66,United States,New Bern,423.0400085449219
65,United States,Baton Rouge,423.0400085449219
45,United States,La Grange,423.0400085449219
0,United States,White Plains,423.0200023651123
53,United States,Crafton,422.8200035095215
27,Germany,Reutlingen Burgholz,422.3299865722656
0,Germany,Bremen Kattenesch,422.200008392334
0,Australia,WATANOBBI,421.9800109863281
19,Germany,Holtsee,421.75
38,United Kingdom,BRAMPTON BRYAN,421.50999450683594
29,Italy,Camurana,421.44000244140625
34,Netherlands,Maastricht,421.44000244140625
37,United Kingdom,CLAWTHORPE,421.44000244140625
47,United States,Sunnyvale,421.44000244140625
59,United States,Monsey,421.44000244140625
65,United States,Tucson,421.42001152038574
42,United Kingdom,WADDINGHAM,421.2999973297119
9,Canada,St Laurent,421.24998664855957
33,Netherlands,Amstelveen,421.20999813079834
50,United States,Newman,421.0699825286865
66,United States,Garwood,420.99999237060547
65,United States,Williamson,420.69999599456787
0,Australia,BARWIDGEE,420.6899871826172
0,United States,Gresham,420.57999992370605
34,Netherlands,Rheden,420.54001331329346
36,United Kingdom,FOXUP,420.4200096130371
0,United Kingdom,LLANDRINIO,420.37999057769775
5,Australia,CLYDE,420.2200012207031
39,United Kingdom,STANBOROUGH,420.1499910354614
8,Canada,La Pocatiere,420.14000511169434
6,Australia,MOUNT HARDEY,420.1399984359741
54,United States,Crofton,420.120014667511
66,United States,Owensboro,420.0700011253357
49,United States,Laurel,419.6200108528137
47,United States,Maiden,419.5499839782715
32,Netherlands,Velp,419.1999816894531
53,United States,Jordan,419.11998748779297
65,United States,Greensboro,419.05999755859375
48,United States,Cocoa,418.8200087547302
55,United States,Prattsville,418.7799987792969
0,United States,Peekskill,418.54000091552734
22,Germany,Lüdenscheid Freisenberg,418.44998931884766
42,United Kingdom,GLEANN THOLASTAIDH,418.26000213623047
50,United States,Dayton,418.15999031066895
0,Germany,Bleicherode,418.05999755859375
15,France,MANTES-LA-JOLIE,418.05999755859375
23,Germany,Aalen Wasseralfingen,417.97998809814453
48,United States,Holden,417.8999881744385
55,United States,Salisbury,417.89001846313477
13,France,STRASBOURG,417.65998458862305
0,United Kingdom,PLASISAF,417.30999755859375
0,France,BEAUNE,417.14999628067017
45,United States,Branford,417.019983291626
59,United States,Utica,416.8099889755249
63,United States,Arlington Heights,416.7500057220459
0,United Kingdom,KILWINNING,416.22000455856323
0,United Kingdom,TARVIE,416.19998931884766
39,United Kingdom,ARBORFIELD CROSS,416.19998931884766
57,United States,Saint Joseph,416.19998931884766
62,United States,Arlington,416.19998931884766
37,United Kingdom,WEST BERGHOLT,416.1699905395508
8,Canada,Grande Cache,416.0
0,United States,Gibsonia,415.9799852371216
64,United States,Johnstown,415.6999969482422
19,Germany,Mannheim Wohlgelegen,415.62001037597656
0,Germany,Niederzissen,415.5399842262268
50,United States,Forsyth,415.5
0,United Kingdom,NASH,415.4099884033203
9,Canada,Orangeville,415.3600015640259
10,Canada,Campbell River,415.2699975967407
42,United Kingdom,INVERIE,415.25999450683594
56,United States,Conyers,415.25999450683594
0,United States,Bethesda,415.25999450683594
0,Germany,Bonndorf,415.01000595092773
63,United States,Miramar,414.9600124359131
21,Germany,Weiding,414.96001052856445
44,United States,Youngstown,414.84999084472656
0,United States,Pump Station Three,414.8300075531006
66,United States,Opelousas,414.5600051879883
42,United Kingdom,WALCOTE,414.52000617980957
57,United States,Tharp,414.15000915527344
49,United States,Millwood,414.15000915527344
43,United States,Scottsdale,413.97999572753906
47,United States,Keaau,413.9499988555908
43,United States,Chula Vista,413.9399871826172
21,Germany,Tarmstedt,413.88002014160156
36,United Kingdom,BROOMHEAD,413.88002014160156
0,United Kingdom,JOHNBY,413.88002014160156
64,United States,Boulder,413.88002014160156
49,United States,Bakersfield,413.88002014160156
45,United States,Brighton,413.88002014160156
0,United States,Bishop,413.88002014160156
1,Australia,IVERAGH,413.84998321533203
4,Australia,BACK PLAINS,413.84998321533203
27,Germany,Rellingen,413.84998321533203
29,Italy,Villaggio Garbagnate,413.84998321533203
29,Italy,Genova,413.84998321533203
42,United Kingdom,SHILLINGFORD,413.84998321533203
37,United Kingdom,FARNDISH,413.84998321533203
66,United States,Bensalem,413.84998321533203
6,Australia,NULSEN,413.4200134277344
54,United States,Westfield,413.4200134277344
57,United States,Aztec,413.4200134277344
50,United States,Centennial,413.4200134277344
39,United Kingdom,ALDHAM,413.34999084472656
8,Canada,Beachburg,412.8900146484375
27,Germany,Eßweiler,412.8900146484375
48,United States,Tupelo,412.8900146484375
0,United Kingdom,BRIXWORTH,412.8000183105469
0,United Kingdom,FORCHES CROSS,412.8000183105469
0,United States,Maysville,412.8000183105469
5,Australia,Amherst,412.6700134277344
0,Australia,YAGOONYA,412.5
0,Germany,Imsweiler,412.5
16,France,LYON,412.5
40,United Kingdom,THORNTON-LE-DALE,412.5
36,United Kingdom,SANDGREEN,412.5
54,United States,Atlanta,412.5
10,Canada,Ellerslie,412.4900002479553
8,Canada,Sault Ste Marie,412.47998428344727
43,United States,Jersey City,412.4100093841553
33,Netherlands,Dordrecht,412.3500003814697
62,United States,Farmingdale,412.3399963378906
45,United States,Moore,412.26999855041504
62,United States,Ellicott City,412.07999873161316
0,United States,Woodbridge,412.0500030517578
43,United States,Armonk Village,412.0
47,United States,Champaign,411.9499969482422
51,United States,Green Bay,411.87000703811646
59,United States,Peoria,411.4199981689453
29,Italy,Monastero Di Lanzo,411.36000061035156
0,Germany,Stemshorn,411.1500053405762
38,United Kingdom,WARLEGGAN,411.11997985839844
37,United Kingdom,PONDERSBRIDGE,410.85998725891113
24,Germany,Passau,410.8399963378906
38,United Kingdom,FONTHILL GIFFORD,410.560001373291
41,United Kingdom,CROMWELL,410.5299987792969
34,Netherlands,Eckelrade,410.4600067138672
61,United States,Madrid,410.4100036621094
22,Germany,Filsen,410.3800058364868
0,United Kingdom,COTON,410.220006942749
53,United States,Minneapolis,410.2099885940552
0,Italy,Sant'Agabio,410.0699996948242
8,Canada,Lavaltrie,409.8299865722656
0,United Kingdom,BARLEYHILL,409.7700204849243
57,United States,Clarksdale,409.7699947357178
51,United States,Benndale,409.5700030326843
0,United States,Sherman Oaks,409.2799987792969
50,United States,Metairie,409.2799987792969
53,United States,Wooster,409.1999969482422
39,United Kingdom,KENLEY,409.15000915527344
42,United Kingdom,APPLETON-LE-MOORS,408.9800109863281
27,Germany,Riekofen,408.910005569458
49,United States,Sylvania,408.88000869750977
0,United States,Lewisburg,408.8199987411499
62,United States,Harahan,408.7799873352051
4,Australia,BELLATA,408.6800117492676
0,United States,Bohemia,408.679988861084
0,United States,Creston,408.5299835205078
44,United States,Mira Loma,408.52000427246094
65,United States,Cochranton,408.510009765625
0,France,DIEPPE,408.1999979019165
64,United States,Clifton,408.1999816894531
48,United States,Fort Worth,408.11000061035156
64,United States,Cleburne,408.0599994659424
40,United Kingdom,RAMSEY ST MARY'S,407.9299955368042
40,United Kingdom,LINSTEAD PARVA,407.8799901008606
28,Italy,Santa Maria Di Licodia,407.8399963378906
65,United States,Canal Winchester,407.5400104522705
23,Germany,Dettingen,407.5199890136719
37,United Kingdom,WHITEHILL,407.17999267578125
0,United States,Southern Pines,407.08000230789185
38,United Kingdom,HORNING,407.0600128173828
0,United Kingdom,HERMON,407.05000495910645
61,United States,Olney,406.97000885009766
0,United Kingdom,BEDBURN,406.8499894142151
20,Germany,Bingen am Rhein,406.8400058746338
0,United States,Smyrna,406.7700004577637
42,United Kingdom,LOOSLEY ROW,406.5700149536133
45,United States,Escondido,406.5300121307373
66,United States,Decatur,406.35999298095703
64,United States,Elizabeth,406.31001234054565
0,Italy,Salitto,406.2699990272522
44,United States,Turrell,406.2299995422363
47,United States,Plano,405.90001487731934
42,United Kingdom,EASTER TULLOCH,405.810001373291
50,United States,Bensenville,405.6399974822998
9,Canada,Brockville,405.59999084472656
39,United Kingdom,FATTAHEAD,404.9399948120117
63,United States,Cambridge,404.74000358581543
62,United States,Fresno,404.6900010108948
22,Germany,Ruhpolding,404.67999267578125
62,United States,Clarks Hill,404.6600036621094
4,Australia,MERMAID WATERS,404.4800109863281
43,United States,Faribault,404.4699935913086
39,United Kingdom,BRIGSTEER,404.27000427246094
16,France,CHAMPIGNY-SUR-MARNE,404.2200164794922
16,France,MONTFERMEIL,404.2200164794922
37,United Kingdom,GLAN-CONWY,404.2200164794922
65,United States,Bolton,404.2100067138672
8,Canada,Trois Rivieres,403.95001220703125
37,United Kingdom,ORDIE,403.80001068115234
24,Germany,Weitnau,403.760009765625
24,Germany,Delbrück,403.760009765625
45,United States,Dearborn,403.739990234375
53,United States,Churchville,403.72998809814453
5,Australia,DUNLUCE,403.70001220703125
36,United Kingdom,TARVIE,403.58000564575195
0,Australia,LOGAN CITY BC,403.5299987792969
5,Australia,MORNINGTON ISLAND,403.5299987792969
17,France,VERTOU,403.5299987792969
13,France,TOULOUSE,403.5299987792969
14,France,SCHILTIGHEIM,403.5299987792969
39,United Kingdom,WOOTTON,403.5299987792969
50,United States,Fullerton,403.5299987792969
64,United States,Peoria,403.5299987792969
54,United States,Bermuda Dunes,403.5299987792969
43,United States,Charlestown,403.5299987792969
0,Netherlands,Vlijmen,403.28000259399414
30,Italy,Sant'Anna Pelago,403.2699851989746
8,Canada,Allan,403.17000341415405
22,Germany,Koblenz Niederberg,403.0000057220459
0,Italy,Campo Calabro,402.9200096130371
43,United States,Dorchester,402.7600030899048
53,United States,East Hampton,402.6800003051758
0,Germany,Weißenfels,402.60000228881836
62,United States,Raleigh,402.4199981689453
39,United Kingdom,NETTLECOMBE,402.23999786376953
19,Germany,Berlin Waidmannslust,402.1799945831299
36,United Kingdom,CLAWTHORPE,402.00000524520874
43,United States,Winchester,401.4699954986572
22,Germany,Pechbrunn,401.42998361587524
61,United States,Worthington,401.4099979400635
61,United States,Folly Beach,401.4099807739258
54,United States,Boca Raton,401.27999353408813
37,United Kingdom,BLAENWAUN,401.0799980163574
65,United States,Bacheshall,401.02999448776245
59,United States,Hickory Hills,400.97998809814453
43,United States,De Berry,400.9699897766113
38,United Kingdom,THORALBY,400.95999908447266
61,United States,Walnut,400.91999101638794
0,United States,Shelbyville,400.6400032043457
41,United Kingdom,Brampton,400.379994392395
23,Germany,Hohenstein-Ernstthal,400.22000885009766
19,Germany,Ensch,400.0800018310547
14,France,LA PLAINE-SAINT-DENIS,400.0800018310547
64,United States,Moscow Mills,400.0800018310547
50,United States,Midvale,400.0800018310547
54,United States,Toledo,400.0800018310547
0,France,DRANCY,399.9500069618225
5,Australia,KOOREH,399.7300033569336
0,United States,Golden,399.5400104522705
4,Australia,BASIN POCKET,399.50000190734863
34,Netherlands,Appingedam,399.4600052833557
66,United States,Coin,399.220006942749
27,Germany,Potsdam,399.12000465393066
59,United States,Corpus Christi,399.0900020599365
0,United States,Middletown,398.8800048828125
53,United States,Midvale,398.6999816894531
48,United States,Okemos,398.6999816894531
62,United States,Sister Bay,398.6999816894531
5,Australia,CHESHUNT SOUTH,398.65000200271606
51,United States,North Royalton,398.5999946594238
43,United States,Mandeville,398.55999755859375
0,Italy,Ottana,398.48998641967773
31,Netherlands,Sittard,398.3800129890442
43,United States,Blue Ridge,398.29001092910767
37,United Kingdom,ALTHORPE,398.27999782562256
10,Canada,Brookland,398.1799850463867
55,United States,Feather Sound,398.10999298095703
27,Germany,Lauperath,398.01000213623047
44,United States,Saint Louis,397.9099884033203
6,Australia,Moore,397.86998748779297
6,Australia,KALGOORLIE,397.68000888824463
48,United States,Herndon,397.6499938964844
63,United States,Mclean,397.61997985839844
